"source_member_ordinal","member_path_raw","pair_token_opaque","typed_observation_count","resolution_status","resolution_method","official_pair_key","official_altname","official_wsname","base_asset_id","quote_asset_id","base_exchange_symbol","quote_exchange_symbol","pair_status","research_eligible","identity_evidence_json"
"2585","ETHXBT_1.csv","ETHXBT","48896","official_exact","official_altname_exact","XETHXXBT","ETHXBT","ETH/XBT","XETH","XXBT","ETH","XBT","online","True","{""pair_key"":""XETHXXBT"",""match_methods"":[""altname"",""wsname_without_separator""],""base"":""XETH"",""quote"":""XXBT""}"
"2593","EULEUR_1.csv","EULEUR","2928","official_exact","official_altname_exact","EULEUR","EULEUR","EUL/EUR","EUL","ZEUR","EUL","EUR","online","True","{""pair_key"":""EULEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EUL"",""quote"":""ZEUR""}"
"2601","EULUSD_1.csv","EULUSD","6421","official_exact","official_altname_exact","EULUSD","EULUSD","EUL/USD","EUL","ZUSD","EUL","USD","online","True","{""pair_key"":""EULUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EUL"",""quote"":""ZUSD""}"
"2609","EURAUD_1.csv","EURAUD","4185","official_exact","official_altname_exact","EURAUD","EURAUD","EUR/AUD","ZEUR","ZAUD","EUR","AUD","online","True","{""pair_key"":""EURAUD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ZEUR"",""quote"":""ZAUD""}"
"2617","EURCAD_1.csv","EURCAD","6028","official_exact","official_altname_exact","EURCAD","EURCAD","EUR/CAD","ZEUR","ZCAD","EUR","CAD","online","True","{""pair_key"":""EURCAD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ZEUR"",""quote"":""ZCAD""}"
"2625","EURCHF_1.csv","EURCHF","66374","official_exact","official_altname_exact","EURCHF","EURCHF","EUR/CHF","ZEUR","CHF","EUR","CHF","online","True","{""pair_key"":""EURCHF"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ZEUR"",""quote"":""CHF""}"
"2633","EURGBP_1.csv","EURGBP","53269","official_exact","official_altname_exact","EURGBP","EURGBP","EUR/GBP","ZEUR","ZGBP","EUR","GBP","online","True","{""pair_key"":""EURGBP"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ZEUR"",""quote"":""ZGBP""}"
"2641","EURJPY_1.csv","EURJPY","2846","official_exact","official_altname_exact","EURJPY","EURJPY","EUR/JPY","ZEUR","ZJPY","EUR","JPY","online","True","{""pair_key"":""EURJPY"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ZEUR"",""quote"":""ZJPY""}"
"2649","EUROPEUR_1.csv","EUROPEUR","536","official_exact","official_altname_exact","EUROPEUR","EUROPEUR","EUROP/EUR","EUROP","ZEUR","EUROP","EUR","online","True","{""pair_key"":""EUROPEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EUROP"",""quote"":""ZEUR""}"
"2657","EUROPUSDC_1.csv","EUROPUSDC","124","official_exact","official_altname_exact","EUROPUSDC","EUROPUSDC","EUROP/USDC","EUROP","USDC","EUROP","USDC","online","True","{""pair_key"":""EUROPUSDC"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EUROP"",""quote"":""USDC""}"
"2665","EUROPUSD_1.csv","EUROPUSD","735","official_exact","official_altname_exact","EUROPUSD","EUROPUSD","EUROP/USD","EUROP","ZUSD","EUROP","USD","online","True","{""pair_key"":""EUROPUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EUROP"",""quote"":""ZUSD""}"
"2673","EURQEUR_1.csv","EURQEUR","1009","official_exact","official_altname_exact","EURQEUR","EURQEUR","EURQ/EUR","EURQ","ZEUR","EURQ","EUR","online","True","{""pair_key"":""EURQEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EURQ"",""quote"":""ZEUR""}"
"2681","EURQUSD_1.csv","EURQUSD","1361","official_exact","official_altname_exact","EURQUSD","EURQUSD","EURQ/USD","EURQ","ZUSD","EURQ","USD","online","True","{""pair_key"":""EURQUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EURQ"",""quote"":""ZUSD""}"
"2689","EURREUR_1.csv","EURREUR","996","official_exact","official_altname_exact","EURREUR","EURREUR","EURR/EUR","EURR","ZEUR","EURR","EUR","post_only","True","{""pair_key"":""EURREUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EURR"",""quote"":""ZEUR""}"
"2697","EURRUSDC_1.csv","EURRUSDC","490","official_exact","official_altname_exact","EURRUSDC","EURRUSDC","EURR/USDC","EURR","USDC","EURR","USDC","post_only","True","{""pair_key"":""EURRUSDC"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EURR"",""quote"":""USDC""}"
"2705","EURRUSDT_1.csv","EURRUSDT","362","official_exact","official_altname_exact","EURRUSDT","EURRUSDT","EURR/USDT","EURR","USDT","EURR","USDT","post_only","True","{""pair_key"":""EURRUSDT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EURR"",""quote"":""USDT""}"
"2713","EURRUSD_1.csv","EURRUSD","1764","official_exact","official_altname_exact","EURRUSD","EURRUSD","EURR/USD","EURR","ZUSD","EURR","USD","post_only","True","{""pair_key"":""EURRUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EURR"",""quote"":""ZUSD""}"
"2721","EURUSD_1.csv","EURUSD","127692","official_exact","official_altname_exact","ZEURZUSD","EURUSD","EUR/USD","ZEUR","ZUSD","EUR","USD","online","True","{""pair_key"":""ZEURZUSD"",""match_methods"":[""altname"",""wsname_without_separator""],""base"":""ZEUR"",""quote"":""ZUSD""}"
"2729","EWTEUR_1.csv","EWTEUR","6107","official_exact","official_altname_exact","EWTEUR","EWTEUR","EWT/EUR","EWT","ZEUR","EWT","EUR","online","True","{""pair_key"":""EWTEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EWT"",""quote"":""ZEUR""}"
"2737","EWTUSD_1.csv","EWTUSD","12612","official_exact","official_altname_exact","EWTUSD","EWTUSD","EWT/USD","EWT","ZUSD","EWT","USD","online","True","{""pair_key"":""EWTUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""EWT"",""quote"":""ZUSD""}"
"2745","FARMEUR_1.csv","FARMEUR","264","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","FARM/EUR","FARM","ZEUR","FARM","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":2745,""official_support_url"":""""}"
"2753","FARMUSD_1.csv","FARMUSD","3369","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","FARM/USD","FARM","ZUSD","FARM","USD","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":2753,""official_support_url"":""""}"
"2761","FARTCOINEUR_1.csv","FARTCOINEUR","20010","official_exact","official_altname_exact","FARTCOINEUR","FARTCOINEUR","FARTCOIN/EUR","FARTCOIN","ZEUR","FARTCOIN","EUR","online","True","{""pair_key"":""FARTCOINEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FARTCOIN"",""quote"":""ZEUR""}"
"2769","FARTCOINUSDC_1.csv","FARTCOINUSDC","8878","official_exact","official_altname_exact","FARTCOINUSDC","FARTCOINUSDC","FARTCOIN/USDC","FARTCOIN","USDC","FARTCOIN","USDC","online","True","{""pair_key"":""FARTCOINUSDC"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FARTCOIN"",""quote"":""USDC""}"
"2777","FARTCOINUSDT_1.csv","FARTCOINUSDT","21016","official_exact","official_altname_exact","FARTCOINUSDT","FARTCOINUSDT","FARTCOIN/USDT","FARTCOIN","USDT","FARTCOIN","USDT","online","True","{""pair_key"":""FARTCOINUSDT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FARTCOIN"",""quote"":""USDT""}"
"2785","FARTCOINUSD_1.csv","FARTCOINUSD","93549","official_exact","official_altname_exact","FARTCOINUSD","FARTCOINUSD","FARTCOIN/USD","FARTCOIN","ZUSD","FARTCOIN","USD","online","True","{""pair_key"":""FARTCOINUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FARTCOIN"",""quote"":""ZUSD""}"
"2793","FETEUR_1.csv","FETEUR","19846","official_exact","official_altname_exact","FETEUR","FETEUR","FET/EUR","FET","ZEUR","FET","EUR","online","True","{""pair_key"":""FETEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FET"",""quote"":""ZEUR""}"
"2801","FETUSD_1.csv","FETUSD","53528","official_exact","official_altname_exact","FETUSD","FETUSD","FET/USD","FET","ZUSD","FET","USD","online","True","{""pair_key"":""FETUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FET"",""quote"":""ZUSD""}"
"2809","FHEEUR_1.csv","FHEEUR","2766","official_exact","official_altname_exact","FHEEUR","FHEEUR","FHE/EUR","FHE","ZEUR","FHE","EUR","online","True","{""pair_key"":""FHEEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FHE"",""quote"":""ZEUR""}"
"2817","FHEUSD_1.csv","FHEUSD","7784","official_exact","official_altname_exact","FHEUSD","FHEUSD","FHE/USD","FHE","ZUSD","FHE","USD","online","True","{""pair_key"":""FHEUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FHE"",""quote"":""ZUSD""}"
"2825","FIDAEUR_1.csv","FIDAEUR","1247","official_exact","official_altname_exact","FIDAEUR","FIDAEUR","FIDA/EUR","FIDA","ZEUR","FIDA","EUR","online","True","{""pair_key"":""FIDAEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FIDA"",""quote"":""ZEUR""}"
"2833","FIDAUSD_1.csv","FIDAUSD","7250","official_exact","official_altname_exact","FIDAUSD","FIDAUSD","FIDA/USD","FIDA","ZUSD","FIDA","USD","online","True","{""pair_key"":""FIDAUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FIDA"",""quote"":""ZUSD""}"
"2841","FILETH_1.csv","FILETH","708","official_exact","official_altname_exact","FILETH","FILETH","FIL/ETH","FIL","XETH","FIL","ETH","online","True","{""pair_key"":""FILETH"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FIL"",""quote"":""XETH""}"
"2849","FILEUR_1.csv","FILEUR","4402","official_exact","official_altname_exact","FILEUR","FILEUR","FIL/EUR","FIL","ZEUR","FIL","EUR","online","True","{""pair_key"":""FILEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FIL"",""quote"":""ZEUR""}"
"2857","FILGBP_1.csv","FILGBP","1544","official_exact","official_altname_exact","FILGBP","FILGBP","FIL/GBP","FIL","ZGBP","FIL","GBP","online","True","{""pair_key"":""FILGBP"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FIL"",""quote"":""ZGBP""}"
"2865","FILUSD_1.csv","FILUSD","23807","official_exact","official_altname_exact","FILUSD","FILUSD","FIL/USD","FIL","ZUSD","FIL","USD","online","True","{""pair_key"":""FILUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FIL"",""quote"":""ZUSD""}"
"2873","FILXBT_1.csv","FILXBT","1465","official_exact","official_altname_exact","FILXBT","FILXBT","FIL/XBT","FIL","XXBT","FIL","XBT","online","True","{""pair_key"":""FILXBT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FIL"",""quote"":""XXBT""}"
"2881","FISEUR_1.csv","FISEUR","1338","official_exact","official_altname_exact","FISEUR","FISEUR","FIS/EUR","FIS","ZEUR","FIS","EUR","online","True","{""pair_key"":""FISEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FIS"",""quote"":""ZEUR""}"
"2889","FISUSD_1.csv","FISUSD","4969","official_exact","official_altname_exact","FISUSD","FISUSD","FIS/USD","FIS","ZUSD","FIS","USD","online","True","{""pair_key"":""FISUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FIS"",""quote"":""ZUSD""}"
"2897","FLOKIEUR_1.csv","FLOKIEUR","4777","official_exact","official_altname_exact","FLOKIEUR","FLOKIEUR","FLOKI/EUR","FLOKI","ZEUR","FLOKI","EUR","online","True","{""pair_key"":""FLOKIEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FLOKI"",""quote"":""ZEUR""}"
"2905","FLOKIUSD_1.csv","FLOKIUSD","20546","official_exact","official_altname_exact","FLOKIUSD","FLOKIUSD","FLOKI/USD","FLOKI","ZUSD","FLOKI","USD","online","True","{""pair_key"":""FLOKIUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FLOKI"",""quote"":""ZUSD""}"
"2913","FLOWEUR_1.csv","FLOWEUR","2554","official_exact","official_altname_exact","FLOWEUR","FLOWEUR","FLOW/EUR","FLOW","ZEUR","FLOW","EUR","online","True","{""pair_key"":""FLOWEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FLOW"",""quote"":""ZEUR""}"
"2921","FLOWUSD_1.csv","FLOWUSD","18192","official_exact","official_altname_exact","FLOWUSD","FLOWUSD","FLOW/USD","FLOW","ZUSD","FLOW","USD","online","True","{""pair_key"":""FLOWUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FLOW"",""quote"":""ZUSD""}"
"2929","FLREUR_1.csv","FLREUR","10687","official_exact","official_altname_exact","FLREUR","FLREUR","FLR/EUR","FLR","ZEUR","FLR","EUR","online","True","{""pair_key"":""FLREUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FLR"",""quote"":""ZEUR""}"
"2937","FLRUSD_1.csv","FLRUSD","37245","official_exact","official_altname_exact","FLRUSD","FLRUSD","FLR/USD","FLR","ZUSD","FLR","USD","online","True","{""pair_key"":""FLRUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FLR"",""quote"":""ZUSD""}"
"2945","FLUXEUR_1.csv","FLUXEUR","32752","official_exact","official_altname_exact","FLUXEUR","FLUXEUR","FLUX/EUR","FLUX","ZEUR","FLUX","EUR","online","True","{""pair_key"":""FLUXEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FLUX"",""quote"":""ZEUR""}"
"2953","FLUXUSD_1.csv","FLUXUSD","35250","official_exact","official_altname_exact","FLUXUSD","FLUXUSD","FLUX/USD","FLUX","ZUSD","FLUX","USD","online","True","{""pair_key"":""FLUXUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FLUX"",""quote"":""ZUSD""}"
"2961","FLYEUR_1.csv","FLYEUR","1127","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","FLY/EUR","FLY","ZEUR","FLY","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":2961,""official_support_url"":""""}"
"2969","FLYUSD_1.csv","FLYUSD","2377","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","FLY/USD","FLY","ZUSD","FLY","USD","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":2969,""official_support_url"":""""}"
"2977","FORTHEUR_1.csv","FORTHEUR","693","official_exact","official_altname_exact","FORTHEUR","FORTHEUR","FORTH/EUR","FORTH","ZEUR","FORTH","EUR","online","True","{""pair_key"":""FORTHEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FORTH"",""quote"":""ZEUR""}"
"2985","FORTHUSD_1.csv","FORTHUSD","7817","official_exact","official_altname_exact","FORTHUSD","FORTHUSD","FORTH/USD","FORTH","ZUSD","FORTH","USD","online","True","{""pair_key"":""FORTHUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FORTH"",""quote"":""ZUSD""}"
"2993","FWOGEUR_1.csv","FWOGEUR","15874","official_exact","official_altname_exact","FWOGEUR","FWOGEUR","FWOG/EUR","FWOG","ZEUR","FWOG","EUR","online","True","{""pair_key"":""FWOGEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FWOG"",""quote"":""ZEUR""}"
"3001","FWOGUSD_1.csv","FWOGUSD","55791","official_exact","official_altname_exact","FWOGUSD","FWOGUSD","FWOG/USD","FWOG","ZUSD","FWOG","USD","online","True","{""pair_key"":""FWOGUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FWOG"",""quote"":""ZUSD""}"
"3009","FXSEUR_1.csv","FXSEUR","1896","official_exact","official_altname_exact","FXSEUR","FXSEUR","FXS/EUR","FXS","ZEUR","FXS","EUR","online","True","{""pair_key"":""FXSEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FXS"",""quote"":""ZEUR""}"
"3017","FXSUSD_1.csv","FXSUSD","8309","official_exact","official_altname_exact","FXSUSD","FXSUSD","FXS/USD","FXS","ZUSD","FXS","USD","online","True","{""pair_key"":""FXSUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""FXS"",""quote"":""ZUSD""}"
"3025","GALAEUR_1.csv","GALAEUR","6688","official_exact","official_altname_exact","GALAEUR","GALAEUR","GALA/EUR","GALA","ZEUR","GALA","EUR","online","True","{""pair_key"":""GALAEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""GALA"",""quote"":""ZEUR""}"
"3033","GALAUSD_1.csv","GALAUSD","25441","official_exact","official_altname_exact","GALAUSD","GALAUSD","GALA/USD","GALA","ZUSD","GALA","USD","online","True","{""pair_key"":""GALAUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""GALA"",""quote"":""ZUSD""}"
